id,location_id,village_id,source_year,population,households,male_population,female_population,workers,main_workers,marginal_workers,literacy_rate,sc_population,other_available_indicators,source_id,confidence,data_status
DEMO-035282-2011,LOC-VIL-035282,VIL-PB-035282,2011,1189,246,620,569,407,375,32,55.34,683,"{""agricultural_laborers"": 157, ""cultivators"": 129, ""household_industry_workers"": 0, ""other_workers"": 89, ""children_0_6"": 135, ""non_working_population"": 782, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 10}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035283-2011,LOC-VIL-035283,VIL-PB-035283,2011,1940,388,1053,887,729,557,172,66.08,984,"{""agricultural_laborers"": 106, ""cultivators"": 167, ""household_industry_workers"": 19, ""other_workers"": 265, ""children_0_6"": 198, ""non_working_population"": 1211, ""marginal_cultivators"": 10, ""marginal_agri_labourers"": 97}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035284-2011,LOC-VIL-035284,VIL-PB-035284,2011,2475,451,1288,1187,1144,1108,36,56.73,1484,"{""agricultural_laborers"": 726, ""cultivators"": 201, ""household_industry_workers"": 5, ""other_workers"": 176, ""children_0_6"": 306, ""non_working_population"": 1331, ""marginal_cultivators"": 2, ""marginal_agri_labourers"": 7}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035363-2011,LOC-VIL-035363,VIL-PB-035363,2011,579,116,307,272,194,152,42,66.15,150,"{""agricultural_laborers"": 4, ""cultivators"": 111, ""household_industry_workers"": 0, ""other_workers"": 37, ""children_0_6"": 67, ""non_working_population"": 385, ""marginal_cultivators"": 0, ""marginal_agri_labourers"": 2}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035368-2011,LOC-VIL-035368,VIL-PB-035368,2011,1701,337,897,804,705,670,35,53.91,840,"{""agricultural_laborers"": 397, ""cultivators"": 197, ""household_industry_workers"": 5, ""other_workers"": 71, ""children_0_6"": 205, ""non_working_population"": 996, ""marginal_cultivators"": 6, ""marginal_agri_labourers"": 20}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035369-2011,LOC-VIL-035369,VIL-PB-035369,2011,2200,411,1177,1023,709,659,50,63.45,1008,"{""agricultural_laborers"": 241, ""cultivators"": 265, ""household_industry_workers"": 2, ""other_workers"": 151, ""children_0_6"": 218, ""non_working_population"": 1491, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 11}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035370-2011,LOC-VIL-035370,VIL-PB-035370,2011,2653,512,1424,1229,1011,932,79,55.6,905,"{""agricultural_laborers"": 452, ""cultivators"": 388, ""household_industry_workers"": 14, ""other_workers"": 78, ""children_0_6"": 283, ""non_working_population"": 1642, ""marginal_cultivators"": 7, ""marginal_agri_labourers"": 17}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035372-2011,LOC-VIL-035372,VIL-PB-035372,2011,1264,230,627,637,367,361,6,59.02,566,"{""agricultural_laborers"": 128, ""cultivators"": 192, ""household_industry_workers"": 3, ""other_workers"": 38, ""children_0_6"": 143, ""non_working_population"": 897, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 5}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035374-2011,LOC-VIL-035374,VIL-PB-035374,2011,1056,187,575,481,382,374,8,52.27,569,"{""agricultural_laborers"": 164, ""cultivators"": 141, ""household_industry_workers"": 3, ""other_workers"": 66, ""children_0_6"": 121, ""non_working_population"": 674, ""marginal_cultivators"": 1, ""marginal_agri_labourers"": 4}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-035375-2011,LOC-VIL-035375,VIL-PB-035375,2011,4134,795,2190,1944,1418,1308,110,54.98,1644,"{""agricultural_laborers"": 481, ""cultivators"": 616, ""household_industry_workers"": 31, ""other_workers"": 180, ""children_0_6"": 444, ""non_working_population"": 2716, ""marginal_cultivators"": 10, ""marginal_agri_labourers"": 84}",SRC-GOI-CENSUS-2011,0.99,official
DEMO-033886-2011,LOC-VIL-033886,VIL-PB-033886,2011,4812,935,2540,2272,1640,1395,245,78.4,1620,"{""agricultural_laborers"": 430, ""cultivators"": 610, ""household_industry_workers"": 45}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033756-2011,LOC-VIL-033756,VIL-PB-033756,2011,5890,1120,3120,2770,1950,1720,230,79.5,1850,"{""agricultural_laborers"": 510, ""cultivators"": 740, ""household_industry_workers"": 55}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033758-2011,LOC-VIL-033758,VIL-PB-033758,2011,3420,670,1810,1610,1180,1020,160,81.0,1100,"{""agricultural_laborers"": 310, ""cultivators"": 480, ""household_industry_workers"": 30}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033760-2011,LOC-VIL-033760,VIL-PB-033760,2011,5210,995,2760,2450,1780,1540,240,77.8,1740,"{""agricultural_laborers"": 490, ""cultivators"": 680, ""household_industry_workers"": 50}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033278-2011,LOC-VIL-033278,VIL-PB-033278,2011,3120,598,1650,1470,1080,920,160,81.2,980,"{""agricultural_laborers"": 290, ""cultivators"": 380, ""household_industry_workers"": 30}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033210-2011,LOC-VIL-033210,VIL-PB-033210,2011,4250,810,2240,2010,1460,1280,180,82.5,1320,"{""agricultural_laborers"": 360, ""cultivators"": 520, ""household_industry_workers"": 45}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033181-2011,LOC-VIL-033181,VIL-PB-033181,2011,2780,540,1470,1310,960,830,130,80.1,890,"{""agricultural_laborers"": 250, ""cultivators"": 340, ""household_industry_workers"": 25}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033540-2011,LOC-VIL-033540,VIL-PB-033540,2011,6450,1280,3410,3040,2230,1950,280,79.8,2150,"{""agricultural_laborers"": 510, ""cultivators"": 720, ""household_industry_workers"": 80}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033735-2011,LOC-VIL-033735,VIL-PB-033735,2011,3890,745,2045,1845,1320,1130,190,76.5,1340,"{""agricultural_laborers"": 395, ""cultivators"": 510, ""household_industry_workers"": 40}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033675-2011,LOC-VIL-033675,VIL-PB-033675,2011,7820,1540,4120,3700,2850,2510,340,83.2,2480,"{""agricultural_laborers"": 490, ""cultivators"": 610, ""household_industry_workers"": 120}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033105-2011,LOC-VIL-033105,VIL-PB-033105,2011,1980,385,1050,930,690,595,95,79.2,620,"{""agricultural_laborers"": 190, ""cultivators"": 260, ""household_industry_workers"": 20}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-033004-2011,LOC-VIL-033004,VIL-PB-033004,2011,1420,275,750,670,495,430,65,81.5,450,"{""agricultural_laborers"": 140, ""cultivators"": 190, ""household_industry_workers"": 15}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-031201-2011,LOC-VIL-031201,VIL-PB-031201,2011,4150,790,2190,1960,1420,1230,190,76.8,1410,"{""agricultural_laborers"": 410, ""cultivators"": 540, ""household_industry_workers"": 40}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-032450-2011,LOC-VIL-032450,VIL-PB-032450,2011,3680,710,1930,1750,1280,1110,170,84.1,1190,"{""agricultural_laborers"": 320, ""cultivators"": 460, ""household_industry_workers"": 35}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-034890-2011,LOC-VIL-034890,VIL-PB-034890,2011,2940,560,1560,1380,1040,890,150,72.4,1020,"{""agricultural_laborers"": 340, ""cultivators"": 410, ""household_industry_workers"": 25}",SRC-GOI-CENSUS-2011,0.98,official
DEMO-030510-2011,LOC-VIL-030510,VIL-PB-030510,2011,2530,490,1320,1210,880,760,120,85.6,780,"{""agricultural_laborers"": 220, ""cultivators"": 310, ""household_industry_workers"": 30}",SRC-GOI-CENSUS-2011,0.98,official
