id,name,state_id,district_id,block_id,census_code,latitude,longitude,geometry,source_id,source_year,source_url,confidence,data_status
VIL-PB-035312,Badal,ST-PB,DST-MUK,BLK-MUK-081,35312,30.0025,74.6792,SRID=4326;POINT(74.6792 30.0025),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035313,Bhagu,ST-PB,DST-MUK,BLK-MUK-081,35313,30.0423,74.6341,SRID=4326;POINT(74.6341 30.0423),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035314,Kheowali,ST-PB,DST-MUK,BLK-MUK-081,35314,30.0862,74.6811,SRID=4326;POINT(74.6811 30.0862),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035315,Lambi,ST-PB,DST-MUK,BLK-MUK-081,35315,30.1233,74.6972,SRID=4326;POINT(74.6972 30.1233),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035316,Maan,ST-PB,DST-MUK,BLK-MUK-081,35316,30.0741,74.6026,SRID=4326;POINT(74.6026 30.0741),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035317,Channu,ST-PB,DST-MUK,BLK-MUK-081,35317,30.1057,74.6391,SRID=4326;POINT(74.6391 30.1057),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035318,Bidowali,ST-PB,DST-MUK,BLK-MUK-081,35318,30.1068,74.5792,SRID=4326;POINT(74.5792 30.1068),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035319,Lal Bai,ST-PB,DST-MUK,BLK-MUK-081,35319,30.1171,74.5156,SRID=4326;POINT(74.5156 30.1171),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035320,Dhaula,ST-PB,DST-MUK,BLK-MUK-081,35320,30.0394,74.6887,SRID=4326;POINT(74.6887 30.0394),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035240,Shamkot,ST-PB,DST-MUK,BLK-MUK-082,35240,30.1436,74.521,SRID=4326;POINT(74.521 30.1436),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035241,Kolianwali,ST-PB,DST-MUK,BLK-MUK-082,35241,30.233,74.5738,SRID=4326;POINT(74.5738 30.233),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035242,Burj Sidhwan,ST-PB,DST-MUK,BLK-MUK-082,35242,30.2663,74.5419,SRID=4326;POINT(74.5419 30.2663),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035243,Dabwali Dhab,ST-PB,DST-MUK,BLK-MUK-082,35243,30.1932,74.5495,SRID=4326;POINT(74.5495 30.1932),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035244,Gurusar Jodha,ST-PB,DST-MUK,BLK-MUK-082,35244,30.2504,74.471,SRID=4326;POINT(74.471 30.2504),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035245,Pakki Tibbi,ST-PB,DST-MUK,BLK-MUK-082,35245,30.1414,74.4855,SRID=4326;POINT(74.4855 30.1414),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035246,Katianwali,ST-PB,DST-MUK,BLK-MUK-082,35246,30.1798,74.5231,SRID=4326;POINT(74.5231 30.1798),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035247,Kabarwala,ST-PB,DST-MUK,BLK-MUK-082,35247,30.1535,74.4361,SRID=4326;POINT(74.4361 30.1535),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035248,Karamgarh,ST-PB,DST-MUK,BLK-MUK-082,35248,30.1774,74.5109,SRID=4326;POINT(74.5109 30.1774),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035249,Bhagwanpura,ST-PB,DST-MUK,BLK-MUK-082,35249,30.1216,74.5509,SRID=4326;POINT(74.5509 30.1216),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035250,Sarawan Bodla,ST-PB,DST-MUK,BLK-MUK-082,35250,30.2152,74.4837,SRID=4326;POINT(74.4837 30.2152),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035251,Aspal,ST-PB,DST-MUK,BLK-MUK-082,35251,30.2577,74.4486,SRID=4326;POINT(74.4486 30.2577),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035252,Alamwala,ST-PB,DST-MUK,BLK-MUK-082,35252,30.1886,74.4976,SRID=4326;POINT(74.4976 30.1886),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035253,Ratta Khera,ST-PB,DST-MUK,BLK-MUK-082,35253,30.1993,74.4103,SRID=4326;POINT(74.4103 30.1993),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035254,Bodiwala Kharak Singh,ST-PB,DST-MUK,BLK-MUK-082,35254,30.1781,74.5367,SRID=4326;POINT(74.5367 30.1781),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035255,Raniwala,ST-PB,DST-MUK,BLK-MUK-082,35255,30.1774,74.437,SRID=4326;POINT(74.437 30.1774),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035256,Patti  Karam,ST-PB,DST-MUK,BLK-MUK-082,35256,30.1478,74.525,SRID=4326;POINT(74.525 30.1478),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035257,Ratta Tibba,ST-PB,DST-MUK,BLK-MUK-082,35257,30.135,74.4976,SRID=4326;POINT(74.4976 30.135),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035258,Mohlan,ST-PB,DST-MUK,BLK-MUK-082,35258,30.2422,74.4809,SRID=4326;POINT(74.4809 30.2422),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035259,Midda,ST-PB,DST-MUK,BLK-MUK-082,35259,30.1216,74.559,SRID=4326;POINT(74.559 30.1216),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035260,Paniwala Fatta,ST-PB,DST-MUK,BLK-MUK-082,35260,30.1264,74.4835,SRID=4326;POINT(74.4835 30.1264),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035261,Urang,ST-PB,DST-MUK,BLK-MUK-082,35261,30.1457,74.4171,SRID=4326;POINT(74.4171 30.1457),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035262,Bham,ST-PB,DST-MUK,BLK-MUK-082,35262,30.1928,74.4255,SRID=4326;POINT(74.4255 30.1928),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035263,Khunan Kalan,ST-PB,DST-MUK,BLK-MUK-082,35263,30.1683,74.5086,SRID=4326;POINT(74.5086 30.1683),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035264,Lakkarwala,ST-PB,DST-MUK,BLK-MUK-082,35264,30.1888,74.5494,SRID=4326;POINT(74.5494 30.1888),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035265,Tarkhanwala,ST-PB,DST-MUK,BLK-MUK-082,35265,30.1559,74.5362,SRID=4326;POINT(74.5362 30.1559),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035266,Shergarh Gian Singh,ST-PB,DST-MUK,BLK-MUK-082,35266,30.2068,74.4685,SRID=4326;POINT(74.4685 30.2068),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035267,Bhalerian,ST-PB,DST-MUK,BLK-MUK-082,35267,30.2038,74.4086,SRID=4326;POINT(74.4086 30.2038),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035268,Khane Ki Dhab,ST-PB,DST-MUK,BLK-MUK-082,35268,30.1977,74.5335,SRID=4326;POINT(74.5335 30.1977),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035269,Sanoke,ST-PB,DST-MUK,BLK-MUK-082,35269,30.162,74.518,SRID=4326;POINT(74.518 30.162),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035270,Ramnagar Khazan Singh,ST-PB,DST-MUK,BLK-MUK-082,35270,30.245,74.443,SRID=4326;POINT(74.443 30.245),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035271,Jhorar,ST-PB,DST-MUK,BLK-MUK-082,35271,30.2649,74.4985,SRID=4326;POINT(74.4985 30.2649),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035272,Aulakh,ST-PB,DST-MUK,BLK-MUK-082,35272,30.1418,74.5081,SRID=4326;POINT(74.5081 30.1418),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035273,Enakhera,ST-PB,DST-MUK,BLK-MUK-082,35273,30.1481,74.4503,SRID=4326;POINT(74.4503 30.1481),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035274,Virk Khera,ST-PB,DST-MUK,BLK-MUK-082,35274,30.1834,74.4756,SRID=4326;POINT(74.4756 30.1834),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035275,Malout (Rural),ST-PB,DST-MUK,BLK-MUK-082,35275,30.2068,74.5016,SRID=4326;POINT(74.5016 30.2068),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035276,Katorewala,ST-PB,DST-MUK,BLK-MUK-082,35276,30.1494,74.5684,SRID=4326;POINT(74.5684 30.1494),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035277,Malwala,ST-PB,DST-MUK,BLK-MUK-082,35277,30.2446,74.4924,SRID=4326;POINT(74.4924 30.2446),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035278,Jandwala Charat Singh,ST-PB,DST-MUK,BLK-MUK-082,35278,30.1884,74.5703,SRID=4326;POINT(74.5703 30.1884),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035279,Sheikhu,ST-PB,DST-MUK,BLK-MUK-082,35279,30.256,74.5307,SRID=4326;POINT(74.5307 30.256),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035280,Danewala,ST-PB,DST-MUK,BLK-MUK-082,35280,30.2643,74.5531,SRID=4326;POINT(74.5531 30.2643),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035281,Ghumar Khera,ST-PB,DST-MUK,BLK-MUK-082,35281,30.1741,74.497,SRID=4326;POINT(74.497 30.1741),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035282,Kingra,ST-PB,DST-MUK,BLK-MUK-082,35282,30.1537,74.4916,SRID=4326;POINT(74.4916 30.1537),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035283,Rathrian (158)0,ST-PB,DST-MUK,BLK-MUK-082,35283,30.2489,74.4105,SRID=4326;POINT(74.4105 30.2489),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035284,Chhapianwali,ST-PB,DST-MUK,BLK-MUK-082,35284,30.2023,74.5179,SRID=4326;POINT(74.5179 30.2023),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035363,Karniwala,ST-PB,DST-MUK,BLK-MUK-082,35363,30.1839,74.4013,SRID=4326;POINT(74.4013 30.1839),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035368,Mehrajwala,ST-PB,DST-MUK,BLK-MUK-082,35368,30.2574,74.4132,SRID=4326;POINT(74.4132 30.2574),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035369,Phulewala,ST-PB,DST-MUK,BLK-MUK-082,35369,30.1456,74.4207,SRID=4326;POINT(74.4207 30.1456),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035370,Tamkot,ST-PB,DST-MUK,BLK-MUK-082,35370,30.2633,74.4831,SRID=4326;POINT(74.4831 30.2633),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035372,Lakhmireana,ST-PB,DST-MUK,BLK-MUK-082,35372,30.268,74.4476,SRID=4326;POINT(74.4476 30.268),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035374,Dabra,ST-PB,DST-MUK,BLK-MUK-082,35374,30.1981,74.5016,SRID=4326;POINT(74.5016 30.1981),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-035375,Bhangchari,ST-PB,DST-MUK,BLK-MUK-082,35375,30.1731,74.4626,SRID=4326;POINT(74.4626 30.1731),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033886,Agwar Lopon Kalan,ST-PB,DST-LDH,BLK-LDH-JAG,33886,30.7725,75.4712,SRID=4326;POINT(75.4712 30.7725),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033756,Hathur,ST-PB,DST-LDH,BLK-LDH-JAG,33756,30.745,75.395,SRID=4326;POINT(75.395 30.745),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033758,Chakkar,ST-PB,DST-LDH,BLK-LDH-JAG,33758,30.752,75.412,SRID=4326;POINT(75.412 30.752),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033760,Manuke,ST-PB,DST-LDH,BLK-LDH-JAG,33760,30.738,75.428,SRID=4326;POINT(75.428 30.738),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033278,Daulatpur,ST-PB,DST-LDH,BLK-LDH-PAY,33278,30.6882,76.2145,SRID=4326;POINT(76.2145 30.6882),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033210,Bija,ST-PB,DST-LDH,BLK-LDH-KHA,33210,30.724,76.155,SRID=4326;POINT(76.155 30.724),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033181,Harion Kalan,ST-PB,DST-LDH,BLK-LDH-KHA,33181,30.715,76.185,SRID=4326;POINT(76.185 30.715),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033540,Dehlon,ST-PB,DST-LDH,BLK-LDH-DEH,33540,30.751,75.871,SRID=4326;POINT(75.871 30.751),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033735,Jalaldiwal,ST-PB,DST-LDH,BLK-LDH-RAI,33735,30.6385,75.612,SRID=4326;POINT(75.612 30.6385),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033675,Gill,ST-PB,DST-LDH,BLK-LDH-LDH1,33675,30.825,75.85,SRID=4326;POINT(75.85 30.825),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033105,Harion Khurd,ST-PB,DST-LDH,BLK-LDH-SAM,33105,30.765,76.125,SRID=4326;POINT(76.125 30.765),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-033004,Daulatpur (Samrala),ST-PB,DST-LDH,BLK-LDH-SAM,33004,30.835,76.165,SRID=4326;POINT(76.165 30.835),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-031201,Sohian,ST-PB,DST-ASR,BLK-ASR-MAJ,31201,31.761,74.952,SRID=4326;POINT(74.952 31.761),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-032450,Uggi,ST-PB,DST-JAL,BLK-JAL-NAK,32450,31.135,75.485,SRID=4326;POINT(75.485 31.135),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-034890,Kansal,ST-PB,DST-BTI,BLK-BTI-TAL,34890,29.982,75.092,SRID=4326;POINT(75.092 29.982),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
VIL-PB-030510,Garna Sahib,ST-PB,DST-HSH,BLK-HSH-DAS,30510,31.815,75.661,SRID=4326;POINT(75.661 31.815),SRC-GOI-CENSUS-2011,2011,https://censusindia.gov.in/,0.98,official
